N° eqt,Pression Nominale Relative,Masse de Gaz,Rapport Masse/Pression
5000883611,3.5,8.0,2.2857142857142856
5000883612,3.5,8.0,2.2857142857142856
5000883613,3.5,26.0,7.428571428571429
5000883614,3.5,24.5,7.0
5000883615,3.5,22.5,6.428571428571429
5000883634,3.5,8.0,2.2857142857142856
5000883635,3.5,8.0,2.2857142857142856
5000883636,3.5,8.0,2.2857142857142856
5000883637,3.5,30.0,8.571428571428571
5000883638,3.5,30.0,8.571428571428571
5000883639,3.5,30.0,8.571428571428571
5000883640,3.5,9.5,2.7142857142857144
5000883641,3.5,9.0,2.5714285714285716
5000883642,3.5,14.0,4.0
5000883643,3.5,22.5,6.428571428571429
5000883644,3.5,24.5,7.0
5000883645,3.5,26.0,7.428571428571429
5000883646,3.5,3.0,0.8571428571428571
5000883647,3.5,3.0,0.8571428571428571
5000883648,3.5,3.0,0.8571428571428571
5000883649,3.5,9.5,2.7142857142857144
5000883650,3.5,9.0,2.5714285714285716
5000883651,3.5,14.0,4.0
5000883559,3.5,30.0,8.571428571428571
5000883574,3.5,11.0,3.142857142857143
5000883575,3.5,11.0,3.142857142857143
5000883576,3.5,11.0,3.142857142857143
5000883577,3.5,8.0,2.2857142857142856
5000883578,3.5,8.0,2.2857142857142856
5000883579,3.5,8.0,2.2857142857142856
5000883580,3.5,3.0,0.8571428571428571
5000883581,3.5,3.0,0.8571428571428571
5000883582,3.5,3.0,0.8571428571428571
5000883583,3.5,30.0,8.571428571428571
5000883584,3.5,22.5,6.428571428571429
5000883585,3.5,24.5,7.0
5000883586,3.5,26.0,7.428571428571429
5000883587,3.5,11.0,3.142857142857143
5000883588,3.5,11.0,3.142857142857143
5000883589,3.5,11.0,3.142857142857143
5000883655,3.5,30.0,8.571428571428571
5000838822,3.5,26.0,7.428571428571429
5000838831,3.5,26.5,7.571428571428571
5000838832,3.5,26.5,7.571428571428571
5000838833,3.5,26.5,7.571428571428571
5000838834,3.5,22.5,6.428571428571429
5000838835,3.5,24.5,7.0
5000838836,3.5,21.5,6.142857142857143
5000838837,3.5,21.5,6.142857142857143
5000838838,3.5,21.5,6.142857142857143
5000838839,3.5,21.5,6.142857142857143
5000838840,3.5,21.5,6.142857142857143
5000838841,3.5,21.5,6.142857142857143
5000838842,3.5,3.0,0.8571428571428571
5000838843,3.5,3.0,0.8571428571428571
5000838844,3.5,3.0,0.8571428571428571
5000838849,3.5,26.0,7.428571428571429
5000838857,3.5,3.0,0.8571428571428571
5000838858,3.5,3.0,0.8571428571428571
5000838859,3.5,3.0,0.8571428571428571
5000838860,3.5,26.5,7.571428571428571
5000838861,3.5,26.5,7.571428571428571
5000838862,3.5,26.5,7.571428571428571
5000838863,3.5,22.5,6.428571428571429
5000838864,3.5,24.5,7.0
5000838865,3.5,18.0,5.142857142857143
5000838866,3.5,18.0,5.142857142857143
5000838867,3.5,18.0,5.142857142857143
5000838868,3.5,18.0,5.142857142857143
5000838869,3.5,18.0,5.142857142857143
5000838870,3.5,18.0,5.142857142857143
5000838779,3.5,3.0,0.8571428571428571
5000838780,3.5,3.0,0.8571428571428571
5000838781,3.5,3.0,0.8571428571428571
5000838782,3.5,7.5,2.142857142857143
5000838783,3.5,7.5,2.142857142857143
5000838784,3.5,7.5,2.142857142857143
5000838785,3.5,7.5,2.142857142857143
5000838786,3.5,7.5,2.142857142857143
5000838787,3.5,7.5,2.142857142857143
5000838788,3.5,22.5,6.428571428571429
5000838789,3.5,24.5,7.0
5000838790,3.5,26.5,7.571428571428571
5000838791,3.5,26.5,7.571428571428571
5000838792,3.5,26.5,7.571428571428571
5000838876,3.5,26.0,7.428571428571429
5002829931,6.3,5.0,0.7936507936507937
5002829932,6.3,3.0,0.4761904761904762
5002829933,6.3,2.0,0.31746031746031744
5002829934,6.3,3.0,0.4761904761904762
5002829935,6.3,3.0,0.4761904761904762
5002829936,6.3,3.0,0.4761904761904762
5002829937,6.3,6.0,0.9523809523809524
5002829938,6.3,7.0,1.1111111111111112
5002829939,6.3,3.0,0.4761904761904762
5002829940,6.3,3.0,0.4761904761904762
5002829941,6.3,3.0,0.4761904761904762
5002829942,6.3,3.0,0.4761904761904762
5002829943,6.3,5.0,0.7936507936507937
5002829944,6.3,2.0,0.31746031746031744
5002829945,6.3,2.0,0.31746031746031744
5002829977,6.3,2.0,0.31746031746031744
5002829978,6.3,1.0,0.15873015873015872
5002829979,6.3,1.0,0.15873015873015872
5002829980,6.3,1.0,0.15873015873015872
5002829981,6.3,3.0,0.4761904761904762
5002829982,6.3,3.0,0.4761904761904762
5002829983,6.3,3.0,0.4761904761904762
5002829984,6.3,6.0,0.9523809523809524
5002829985,6.3,7.0,1.1111111111111112
5002829986,6.3,3.0,0.4761904761904762
5002829987,6.3,3.0,0.4761904761904762
5002829988,6.3,3.0,0.4761904761904762
5002829989,6.3,3.0,0.4761904761904762
5002829990,6.3,2.0,0.31746031746031744
5002829991,6.3,3.0,0.4761904761904762
5002829992,6.3,5.0,0.7936507936507937
5002829993,6.3,3.0,0.4761904761904762
5002829994,6.3,3.0,0.4761904761904762
5002829995,6.3,3.0,0.4761904761904762
5002829996,6.3,2.0,0.31746031746031744
5002829997,6.3,2.0,0.31746031746031744
5002829998,6.3,2.0,0.31746031746031744
5002829999,6.3,5.0,0.7936507936507937
5002829849,6.3,11.0,1.746031746031746
5002829850,6.3,13.0,2.0634920634920637
5002829851,6.3,11.0,1.746031746031746
5002829862,6.3,12.0,1.9047619047619049
5002829863,6.3,12.0,1.9047619047619049
5002829864,6.3,12.0,1.9047619047619049
5002829865,6.3,8.0,1.2698412698412698
5002829866,6.3,8.0,1.2698412698412698
5002829867,6.3,8.0,1.2698412698412698
5002829868,6.3,5.0,0.7936507936507937
5002829869,6.3,5.0,0.7936507936507937
5002829870,6.3,5.0,0.7936507936507937
5002829882,6.3,11.0,1.746031746031746
5002829883,6.3,13.0,2.0634920634920637
5002829884,6.3,11.0,1.746031746031746
5002829885,6.3,12.0,1.9047619047619049
5002829886,6.3,12.0,1.9047619047619049
5002829887,6.3,12.0,1.9047619047619049
5002829888,6.3,10.0,1.5873015873015874
5002829889,6.3,8.0,1.2698412698412698
5002829890,6.3,5.0,0.7936507936507937
5002829891,6.3,5.0,0.7936507936507937
5002829892,6.3,5.0,0.7936507936507937
5002829893,6.3,5.0,0.7936507936507937
5002829791,6.3,11.0,1.746031746031746
5002829792,6.3,13.0,2.0634920634920637
5002829793,6.3,11.0,1.746031746031746
5002829794,6.3,12.0,1.9047619047619049
5002829818,6.3,12.0,1.9047619047619049
5002829819,6.3,12.0,1.9047619047619049
5002829820,6.3,8.0,1.2698412698412698
5002829821,6.3,7.0,1.1111111111111112
5002829822,6.3,5.0,0.7936507936507937
5002829823,6.3,5.0,0.7936507936507937
5002829824,6.3,5.0,0.7936507936507937
5002829825,6.3,5.0,0.7936507936507937
5002829909,6.3,11.0,1.746031746031746
5002829910,6.3,13.0,2.0634920634920637
5002829911,6.3,11.0,1.746031746031746
5002829912,6.3,12.0,1.9047619047619049
5002829913,6.3,12.0,1.9047619047619049
5002829914,6.3,12.0,1.9047619047619049
5002829915,6.3,10.0,1.5873015873015874
5002829916,6.3,8.0,1.2698412698412698
5002829917,6.3,5.0,0.7936507936507937
5002829918,6.3,5.0,0.7936507936507937
5002829919,6.3,5.0,0.7936507936507937
5002829920,6.3,5.0,0.7936507936507937
5002463669,6.3,5.0,0.7936507936507937
5002463670,6.3,1.0,0.15873015873015872
5002463671,6.3,3.0,0.4761904761904762
5002463672,6.3,4.0,0.6349206349206349
5002463673,6.3,3.0,0.4761904761904762
5002463674,6.3,3.0,0.4761904761904762
5002463675,6.3,3.0,0.4761904761904762
5002463676,6.3,1.0,0.15873015873015872
5002463677,6.3,1.0,0.15873015873015872
5002463678,6.3,1.0,0.15873015873015872
5002463682,6.3,5.0,0.7936507936507937
5002463683,6.3,3.0,0.4761904761904762
5002463684,6.3,5.0,0.7936507936507937
5002463685,6.3,5.0,0.7936507936507937
5002463686,6.3,3.0,0.4761904761904762
5002463687,6.3,3.0,0.4761904761904762
5002463688,6.3,3.0,0.4761904761904762
5002463689,6.3,1.0,0.15873015873015872
5002463690,6.3,1.0,0.15873015873015872
5002463691,6.3,1.0,0.15873015873015872
5002463630,6.3,14.0,2.2222222222222223
5002463631,6.3,12.0,1.9047619047619049
5002463632,6.3,14.0,2.2222222222222223
5002463633,6.3,12.0,1.9047619047619049
5002463634,6.3,12.0,1.9047619047619049
5002463635,6.3,12.0,1.9047619047619049
5002463636,6.3,4.0,0.6349206349206349
5002463637,6.3,4.0,0.6349206349206349
5002463638,6.3,4.0,0.6349206349206349
5002463639,6.3,4.0,0.6349206349206349
5002463640,6.3,4.0,0.6349206349206349
5002463641,6.3,4.0,0.6349206349206349
5002463642,6.3,5.0,0.7936507936507937
5002463643,6.3,3.0,0.4761904761904762
5002463644,6.3,5.0,0.7936507936507937
5002463645,6.3,5.0,0.7936507936507937
5002463646,6.3,5.0,0.7936507936507937
5002463647,6.3,5.0,0.7936507936507937
5002463736,6.3,12.0,1.9047619047619049
5002463737,6.3,14.0,2.2222222222222223
5002463738,6.3,12.0,1.9047619047619049
5002463739,6.3,12.0,1.9047619047619049
5002463740,6.3,12.0,1.9047619047619049
5002463741,6.3,12.0,1.9047619047619049
5002463742,6.3,4.0,0.6349206349206349
5002463743,6.3,4.0,0.6349206349206349
5002463744,6.3,4.0,0.6349206349206349
5002463745,6.3,4.0,0.6349206349206349
5002463746,6.3,4.0,0.6349206349206349
5002463747,6.3,4.0,0.6349206349206349
5002463748,6.3,6.0,0.9523809523809524
5002463749,6.3,5.0,0.7936507936507937
5002463750,6.3,3.0,0.4761904761904762
5002463751,6.3,5.0,0.7936507936507937
5002463752,6.3,5.0,0.7936507936507937
5002463753,6.3,5.0,0.7936507936507937
5000874604,3.5,5.5,1.5714285714285714
5000874605,3.5,5.5,1.5714285714285714
5000874606,3.5,5.5,1.5714285714285714
5000874607,3.5,8.0,2.2857142857142856
5000874608,3.5,8.5,2.4285714285714284
5000874609,3.5,5.5,1.5714285714285714
5000874610,3.5,5.5,1.5714285714285714
5000874611,3.5,5.5,1.5714285714285714
5000874612,3.5,9.0,2.5714285714285716
5000874613,3.5,7.0,2.0
5000874614,3.5,4.5,1.2857142857142858
5000874617,3.5,5.5,1.5714285714285714
5000874618,3.5,5.5,1.5714285714285714
5000874619,3.5,6.5,1.8571428571428572
5000874620,3.5,6.5,1.8571428571428572
5000874621,3.5,6.5,1.8571428571428572
5000874622,3.5,8.0,2.2857142857142856
5000874623,3.5,5.5,1.5714285714285714
5000874624,3.5,8.5,2.4285714285714284
5000874625,3.5,5.5,1.5714285714285714
5000874626,3.5,6.5,1.8571428571428572
5000874627,3.5,6.5,1.8571428571428572
5000874628,3.5,6.5,1.8571428571428572
5000874629,3.5,9.0,2.5714285714285716
5000874630,3.5,7.0,2.0
5000874631,3.5,4.5,1.2857142857142858
5000843382,3.5,8.0,2.2857142857142856
5000843383,3.5,8.0,2.2857142857142856
5000843384,3.5,8.0,2.2857142857142856
5000843385,3.5,8.0,2.2857142857142856
5000843386,3.5,11.0,3.142857142857143
5000843387,3.5,11.0,3.142857142857143
5000843388,3.5,10.5,3.0
5000843389,3.5,22.5,6.428571428571429
5000843390,3.5,24.5,7.0
5000843473,3.5,8.0,2.2857142857142856
5000843474,3.5,8.0,2.2857142857142856
5000843475,3.5,11.0,3.142857142857143
5000843476,3.5,10.5,3.0
5000843477,3.5,10.5,3.0
5000843478,3.5,26.0,7.428571428571429
5000837193,3.5,3.0,0.8571428571428571
5000837195,3.5,8.0,2.2857142857142856
5000837196,3.5,8.0,2.2857142857142856
5000837197,3.5,3.0,0.8571428571428571
5000837198,3.5,3.0,0.8571428571428571
5000837199,3.5,12.5,3.5714285714285716
5000837200,3.5,22.5,6.428571428571429
5000837201,3.5,30.0,8.571428571428571
5000837218,3.5,8.0,2.2857142857142856
5000837219,3.5,12.5,3.5714285714285716
5000837220,3.5,12.5,3.5714285714285716
5000837221,3.5,12.5,3.5714285714285716
5000837222,3.5,12.5,3.5714285714285716
5000837223,3.5,12.5,3.5714285714285716
5000837224,3.5,24.5,7.0
5000837225,3.5,26.0,7.428571428571429
5000837226,3.5,30.0,8.571428571428571
5000837227,3.5,30.0,8.571428571428571
5000837051,3.5,10.5,3.0
5000837052,3.5,24.5,7.0
5000837053,3.5,30.0,8.571428571428571
5000837072,3.5,8.0,2.2857142857142856
5000837073,3.5,10.5,3.0
5000837074,3.5,22.5,6.428571428571429
5000837075,3.5,26.0,7.428571428571429
5000837076,3.5,30.0,8.571428571428571
5000837077,3.5,30.0,8.571428571428571
5000837174,3.5,8.0,2.2857142857142856
5000837175,3.5,8.0,2.2857142857142856
5000837176,3.5,3.0,0.8571428571428571
5000837177,3.5,3.0,0.8571428571428571
5000837178,3.5,3.0,0.8571428571428571
5000837179,3.5,10.5,3.0
5000837180,3.5,10.5,3.0
5000837181,3.5,10.5,3.0
5000837182,3.5,10.5,3.0
5000837131,3.5,3.0,0.8571428571428571
5000837132,3.5,3.0,0.8571428571428571
5000837135,3.5,8.0,2.2857142857142856
5000837136,3.5,8.0,2.2857142857142856
5000837137,3.5,8.0,2.2857142857142856
5000837138,3.5,3.0,0.8571428571428571
5000837139,3.5,9.0,2.5714285714285716
5000837140,3.5,9.0,2.5714285714285716
5000837141,3.5,9.0,2.5714285714285716
5000837142,3.5,9.0,2.5714285714285716
5000837143,3.5,9.0,2.5714285714285716
5000837165,3.5,9.0,2.5714285714285716
5000837166,3.5,22.5,6.428571428571429
5000837167,3.5,24.5,7.0
5000837168,3.5,26.0,7.428571428571429
5000837169,3.5,30.0,8.571428571428571
5000837170,3.5,30.0,8.571428571428571
5000837171,3.5,30.0,8.571428571428571
5000837122,3.5,8.0,2.2857142857142856
5000837123,3.5,12.5,3.5714285714285716
5000837124,3.5,12.5,3.5714285714285716
5000837125,3.5,22.5,6.428571428571429
5000837126,3.5,24.5,7.0
5000837127,3.5,26.0,7.428571428571429
5000837128,3.5,30.0,8.571428571428571
5000837129,3.5,30.0,8.571428571428571
5000837130,3.5,30.0,8.571428571428571
5000837228,3.5,3.0,0.8571428571428571
5000837229,3.5,3.0,0.8571428571428571
5000837231,3.5,8.0,2.2857142857142856
5000837232,3.5,8.0,2.2857142857142856
5000837233,3.5,3.0,0.8571428571428571
5000837234,3.5,12.5,3.5714285714285716
5000837235,3.5,12.5,3.5714285714285716
5000837236,3.5,12.5,3.5714285714285716
5000837237,3.5,12.5,3.5714285714285716
5000841709,3.5,3.0,0.8571428571428571
5000841710,3.5,3.0,0.8571428571428571
5000841711,3.5,3.0,0.8571428571428571
5000841712,3.5,10.5,3.0
5000841713,3.5,10.5,3.0
5000841714,3.5,10.5,3.0
5000841715,3.5,10.5,3.0
5000841716,3.5,23.5,6.714285714285714
5000841717,3.5,23.5,6.714285714285714
5000841718,3.5,23.5,6.714285714285714
5000841729,3.5,10.5,3.0
5000841730,3.5,10.5,3.0
5000841731,3.5,22.5,6.428571428571429
5000841732,3.5,24.5,7.0
5000841733,3.5,26.0,7.428571428571429
5000841602,3.5,3.0,0.8571428571428571
5000841603,3.5,10.5,3.0
5000841604,3.5,10.5,3.0
5000841605,3.5,10.5,3.0
5000841606,3.5,10.5,3.0
5000841607,3.5,10.5,3.0
5000841608,3.5,23.5,6.714285714285714
5000841617,3.5,3.0,0.8571428571428571
5000841618,3.5,10.5,3.0
5000841619,3.5,22.5,6.428571428571429
5000841620,3.5,24.5,7.0
5000841621,3.5,26.0,7.428571428571429
5000841622,3.5,23.5,6.714285714285714
5000841623,3.5,23.5,6.714285714285714
5000841734,3.5,3.0,0.8571428571428571
5000841626,3.5,3.0,0.8571428571428571
5000841627,3.5,3.0,0.8571428571428571
5000841628,3.5,3.0,0.8571428571428571
5000841629,3.5,16.5,4.714285714285714
5000841630,3.5,16.5,4.714285714285714
5000841631,3.5,23.5,6.714285714285714
5000841641,3.5,16.5,4.714285714285714
5000841642,3.5,16.5,4.714285714285714
5000841643,3.5,16.5,4.714285714285714
5000841644,3.5,16.5,4.714285714285714
5000841645,3.5,22.5,6.428571428571429
5000841646,3.5,24.5,7.0
5000841647,3.5,26.0,7.428571428571429
5000841648,3.5,23.5,6.714285714285714
5000841649,3.5,23.5,6.714285714285714
5002517021,6.3,2.0,0.31746031746031744
5002517022,6.3,2.0,0.31746031746031744
5002517023,6.3,2.0,0.31746031746031744
5002517024,6.3,4.0,0.6349206349206349
5002517025,6.3,4.0,0.6349206349206349
5002517026,6.3,4.0,0.6349206349206349
5002517027,6.3,3.0,0.4761904761904762
5002517028,6.3,3.0,0.4761904761904762
5002517029,6.3,3.0,0.4761904761904762
5002517030,6.3,3.0,0.4761904761904762
5002517031,6.3,3.0,0.4761904761904762
5002517032,6.3,3.0,0.4761904761904762
5002517033,6.3,12.0,1.9047619047619049
5002517034,6.3,13.0,2.0634920634920637
5002517035,6.3,9.0,1.4285714285714286
5002517045,6.3,5.0,0.7936507936507937
5002517036,6.3,8.0,1.2698412698412698
5002517037,6.3,11.0,1.746031746031746
5002517038,6.3,11.0,1.746031746031746
5002517039,6.3,3.0,0.4761904761904762
5002517040,6.3,3.0,0.4761904761904762
5002517041,6.3,3.0,0.4761904761904762
5002517042,6.3,2.0,0.31746031746031744
5002517043,6.3,2.0,0.31746031746031744
5002517044,6.3,2.0,0.31746031746031744
5002517046,6.3,5.0,0.7936507936507937
5002517048,6.3,2.0,0.31746031746031744
5002517049,6.3,2.0,0.31746031746031744
5002517050,6.3,2.0,0.31746031746031744
5002517051,6.3,4.0,0.6349206349206349
5002517052,6.3,4.0,0.6349206349206349
5002517053,6.3,4.0,0.6349206349206349
5002517054,6.3,3.0,0.4761904761904762
5002517055,6.3,3.0,0.4761904761904762
5002517056,6.3,3.0,0.4761904761904762
5002517057,6.3,3.0,0.4761904761904762
5002517058,6.3,3.0,0.4761904761904762
5002517059,6.3,3.0,0.4761904761904762
5002517060,6.3,12.0,1.9047619047619049
5002517061,6.3,13.0,2.0634920634920637
5002517062,6.3,9.0,1.4285714285714286
5002556109,6.3,5.0,0.7936507936507937
5002517063,6.3,8.0,1.2698412698412698
5002517064,6.3,11.0,1.746031746031746
5002517065,6.3,17.0,2.6984126984126986
5002517066,6.3,3.0,0.4761904761904762
5002517067,6.3,3.0,0.4761904761904762
5002517068,6.3,3.0,0.4761904761904762
5002517069,6.3,2.0,0.31746031746031744
5002517070,6.3,2.0,0.31746031746031744
5002517071,6.3,2.0,0.31746031746031744
5002517073,6.3,5.0,0.7936507936507937
5002516877,6.3,9.0,1.4285714285714286
5002516889,6.3,12.0,1.9047619047619049
5002516890,6.3,12.0,1.9047619047619049
5002516899,6.3,12.0,1.9047619047619049
5002516900,6.3,12.0,1.9047619047619049
5002516901,6.3,12.0,1.9047619047619049
5002516910,6.3,7.0,1.1111111111111112
5002516911,6.3,8.0,1.2698412698412698
5002516912,6.3,10.0,1.5873015873015874
5002516913,6.3,4.0,0.6349206349206349
5002516914,6.3,4.0,0.6349206349206349
5002516915,6.3,4.0,0.6349206349206349
5002516916,6.3,5.0,0.7936507936507937
5002516917,6.3,5.0,0.7936507936507937
5002516918,6.3,5.0,0.7936507936507937
5002516988,6.3,14.0,2.2222222222222223
5002516989,6.3,12.0,1.9047619047619049
5002516990,6.3,14.0,2.2222222222222223
5002516991,6.3,12.0,1.9047619047619049
5002516992,6.3,12.0,1.9047619047619049
5002516993,6.3,12.0,1.9047619047619049
5002516994,6.3,4.0,0.6349206349206349
5002516995,6.3,4.0,0.6349206349206349
5002516996,6.3,4.0,0.6349206349206349
5002516997,6.3,4.0,0.6349206349206349
5002516998,6.3,4.0,0.6349206349206349
5002516999,6.3,4.0,0.6349206349206349
5002517000,6.3,3.0,0.4761904761904762
5002517001,6.3,4.0,0.6349206349206349
5002517002,6.3,6.0,0.9523809523809524
5002517003,6.3,5.0,0.7936507936507937
5002517004,6.3,5.0,0.7936507936507937
5002517005,6.3,5.0,0.7936507936507937
5002516940,6.3,13.0,2.0634920634920637
5002516941,6.3,14.0,2.2222222222222223
5002516942,6.3,13.0,2.0634920634920637
5002516943,6.3,12.0,1.9047619047619049
5002516944,6.3,12.0,1.9047619047619049
5002516945,6.3,12.0,1.9047619047619049
5002516946,6.3,4.0,0.6349206349206349
5002516947,6.3,4.0,0.6349206349206349
5002516948,6.3,4.0,0.6349206349206349
5002516949,6.3,4.0,0.6349206349206349
5002516950,6.3,4.0,0.6349206349206349
5002516951,6.3,4.0,0.6349206349206349
5002516952,6.3,3.0,0.4761904761904762
5002516953,6.3,4.0,0.6349206349206349
5002516954,6.3,6.0,0.9523809523809524
5002516955,6.3,5.0,0.7936507936507937
5002516956,6.3,5.0,0.7936507936507937
5002516957,6.3,5.0,0.7936507936507937
5002517006,6.3,13.0,2.0634920634920637
5002517007,6.3,14.0,2.2222222222222223
5002517008,6.3,13.0,2.0634920634920637
5002517009,6.3,12.0,1.9047619047619049
5002517010,6.3,12.0,1.9047619047619049
5002517011,6.3,12.0,1.9047619047619049
5002517012,6.3,4.0,0.6349206349206349
5002517013,6.3,4.0,0.6349206349206349
5002517014,6.3,4.0,0.6349206349206349
5002517015,6.3,4.0,0.6349206349206349
5002517016,6.3,4.0,0.6349206349206349
5002517017,6.3,4.0,0.6349206349206349
5002517018,6.3,3.0,0.4761904761904762
5002517019,6.3,4.0,0.6349206349206349
5002517020,6.3,6.0,0.9523809523809524
5002516972,6.3,13.0,2.0634920634920637
5002516973,6.3,14.0,2.2222222222222223
5002516974,6.3,13.0,2.0634920634920637
5002516975,6.3,12.0,1.9047619047619049
5002516977,6.3,12.0,1.9047619047619049
5002516978,6.3,12.0,1.9047619047619049
5002516979,6.3,4.0,0.6349206349206349
5002516980,6.3,4.0,0.6349206349206349
5002516981,6.3,4.0,0.6349206349206349
5002516982,6.3,4.0,0.6349206349206349
5002516983,6.3,4.0,0.6349206349206349
5002516984,6.3,4.0,0.6349206349206349
5002516985,6.3,3.0,0.4761904761904762
5002516986,6.3,4.0,0.6349206349206349
5002516987,6.3,6.0,0.9523809523809524
5002516920,6.3,13.0,2.0634920634920637
5002516921,6.3,14.0,2.2222222222222223
5002516922,6.3,13.0,2.0634920634920637
5002516923,6.3,12.0,1.9047619047619049
5002516924,6.3,12.0,1.9047619047619049
5002516925,6.3,12.0,1.9047619047619049
5002516926,6.3,4.0,0.6349206349206349
5002516927,6.3,4.0,0.6349206349206349
5002516928,6.3,4.0,0.6349206349206349
5002516929,6.3,4.0,0.6349206349206349
5002516930,6.3,4.0,0.6349206349206349
5002516931,6.3,4.0,0.6349206349206349
5002516932,6.3,3.0,0.4761904761904762
5002516933,6.3,4.0,0.6349206349206349
5002516934,6.3,6.0,0.9523809523809524
5000879078,3.3,14.0,4.242424242424242
5000879085,3.3,14.0,4.242424242424242
5000879086,3.3,14.0,4.242424242424242
5000879089,3.5,14.0,4.0
5000879096,3.5,14.0,4.0
5000879097,3.5,14.0,4.0
5000879099,3.3,14.0,4.242424242424242
5000879105,3.3,14.0,4.242424242424242
5000879106,3.3,14.0,4.242424242424242
5002660864,6.5,3.9,0.6
5002660868,6.5,4.9,0.7538461538461539
5002660869,6.5,5.9,0.9076923076923078
5002664845,6.5,13.7,2.1076923076923078
5002664867,6.5,3.2,0.49230769230769234
5002664871,6.5,3.9,0.6
5002664872,6.5,3.2,0.49230769230769234
5002664888,6.5,4.4,0.676923076923077
5002664889,6.5,4.4,0.676923076923077
5002664890,6.5,4.4,0.676923076923077
5002665020,6.5,4.4,0.676923076923077
5002665021,6.5,4.4,0.676923076923077
5002665022,6.5,4.4,0.676923076923077
5002665129,6.5,3.2,0.49230769230769234
5002665130,6.5,3.2,0.49230769230769234
5002665131,6.5,3.2,0.49230769230769234
5002665139,6.5,4.4,0.676923076923077
5002665140,6.5,4.4,0.676923076923077
5002665141,6.5,4.4,0.676923076923077
5002665309,6.5,3.2,0.49230769230769234
5002665310,6.5,3.9,0.6
5002665311,6.5,3.2,0.49230769230769234
5002665324,6.5,13.7,2.1076923076923078
5002665463,6.5,4.4,0.676923076923077
5002665466,6.5,4.4,0.676923076923077
5002665467,6.5,4.4,0.676923076923077
5002664097,6.5,7.0,1.0769230769230769
5002664098,6.5,8.3,1.276923076923077
5002664099,6.5,7.0,1.0769230769230769
5002664126,7.0,14.6,2.085714285714286
5002664127,7.0,14.6,2.085714285714286
5002664128,7.0,14.6,2.085714285714286
5002664130,6.5,4.4,0.676923076923077
5002664131,6.5,4.4,0.676923076923077
5002664133,6.5,4.4,0.676923076923077
5002664136,6.5,5.2,0.8
5002664137,6.5,5.2,0.8
5002664140,6.5,5.2,0.8
5002664177,6.5,6.6,1.0153846153846153
5002664178,6.5,6.6,1.0153846153846153
5002664179,6.5,6.6,1.0153846153846153
5002664228,6.5,13.7,2.1076923076923078
5002664229,6.5,13.7,2.1076923076923078
5002664230,6.5,13.7,2.1076923076923078
5002665174,6.5,6.8,1.0461538461538462
5002665175,6.5,6.8,1.0461538461538462
5002665176,6.5,6.8,1.0461538461538462
5002665197,6.5,5.6,0.8615384615384615
5002665198,6.5,6.6,1.0153846153846153
5002665199,6.5,7.6,1.169230769230769
5002665202,6.5,7.0,1.0769230769230769
5002665203,6.5,8.3,1.276923076923077
5002665204,6.5,7.0,1.0769230769230769
5002665209,7.0,14.6,2.085714285714286
5002665210,7.0,14.6,2.085714285714286
5002665211,7.0,14.6,2.085714285714286
5002665284,6.5,5.2,0.8
5002665285,6.5,5.2,0.8
5002665286,6.5,5.2,0.8
5002665704,6.5,13.7,2.1076923076923078
5002665705,6.5,13.7,2.1076923076923078
5002665706,6.5,13.7,2.1076923076923078
5002665010,6.5,3.2,0.49230769230769234
5002665011,6.5,3.2,0.49230769230769234
5002665012,6.5,3.2,0.49230769230769234
5002659624,6.5,5.2,0.8
5002659625,6.5,5.2,0.8
5002659626,6.5,5.2,0.8
5002659826,6.5,6.8,1.0461538461538462
5002660028,6.5,6.8,1.0461538461538462
5002660029,6.5,6.8,1.0461538461538462
5002660030,6.5,5.6,0.8615384615384615
5002660031,6.5,6.6,1.0153846153846153
5002660032,6.5,7.6,1.169230769230769
5002660033,7.0,14.6,2.085714285714286
5002660034,7.0,14.6,2.085714285714286
5002660035,7.0,14.6,2.085714285714286
5002660036,6.5,7.0,1.0769230769230769
5002660037,6.5,8.3,1.276923076923077
5002660038,6.5,7.0,1.0769230769230769
5002660039,6.5,13.7,2.1076923076923078
5002660040,6.5,13.7,2.1076923076923078
5002660041,6.5,13.7,2.1076923076923078
5002665570,6.5,7.0,1.0769230769230769
5002665571,6.5,8.3,1.276923076923077
5002665572,6.5,7.0,1.0769230769230769
5002665573,7.0,14.6,2.085714285714286
5002665574,7.0,14.6,2.085714285714286
5002665575,7.0,14.6,2.085714285714286
5002665576,6.5,4.4,0.676923076923077
5002665577,6.5,4.4,0.676923076923077
5002665578,6.5,4.4,0.676923076923077
5002665579,6.5,5.2,0.8
5002665580,6.5,5.2,0.8
5002665581,6.5,5.2,0.8
5002665582,6.5,5.6,0.8615384615384615
5002665583,6.5,6.6,1.0153846153846153
5002665584,6.5,7.6,1.169230769230769
5002665585,6.5,13.7,2.1076923076923078
5002665586,6.5,13.7,2.1076923076923078
5002665587,6.5,13.7,2.1076923076923078
5002132542,3.5,16.3,4.6571428571428575
5002132543,3.5,16.4,4.685714285714285
5002132544,3.5,20.5,5.857142857142857
5002132545,3.5,2.5,0.7142857142857143
5002132546,3.5,2.5,0.7142857142857143
5002132547,3.5,2.5,0.7142857142857143
5002132548,3.5,23.2,6.628571428571428
5002132549,3.5,21.0,6.0
5002132550,3.5,19.0,5.428571428571429
5002132551,3.5,2.5,0.7142857142857143
